"rsp_id","rsp_age","rsp_age_cat","rsp_gender","rsp_edu","rsp_party","rsp_eu","treat_id","treat_turnout_raw","treat_majority_raw","treat_outcome_raw","treat_text","treat_outcome","treat_turnout","treat_majority","treat_outcome_match","treat_outcome_shown","treat_turnout_shown","treat_majority_shown","post"
1000897,2,"18-29 yrs","Male","Higher","Red Party (FL)","Against EU Membership",52,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1008463,4,"30-59 yrs","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",37,"35%","55%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 55% av stemmene.","Not shown","35%","55%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1002186,4,"30-59 yrs","Male","Higher","Agrarian Party (C)","Against EU Membership",66,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1009091,5,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","Don't know",10,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",0
1007944,7,"60 yrs and above","Female","Lower or intermediate","Progress Party (FR)","Against EU Membership",56,"85%","blank","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","85%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1006247,5,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",32,"85%","51%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","85%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",0
1005328,5,"30-59 yrs","Female","Higher","Christian Democracts (C)","Against EU Membership",114,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",1
1000253,3,"30-59 yrs","Female","Lower or intermediate","Socialist Left (L)","For EU Membership",116,"blank","blank","nei-siden","La oss si at nei-siden fikk flertall.","Against EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1001931,5,"30-59 yrs","Female","Higher","Labour Party (CL)","For EU Membership",44,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1007087,5,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",57,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1009470,5,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Don't know",86,"47%","55%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","47%","55%",NA,"Not shown","Shown
size of turnout","Shown
size of majority",0
1000527,6,"60 yrs and above","Male","Higher","Labour Party (CL)","Against EU Membership",88,"85%","55%","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","85%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1000926,5,"60 yrs and above","Female","Higher","Socialist Left (L)","Against EU Membership",22,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1001665,3,"30-59 yrs","Male","Lower or intermediate","Progress Party (FR)","Against EU Membership",54,"47%","blank","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","47%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",1
1001607,4,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","Against EU Membership",128,"85%","51%","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk 51% av stemmene.","Against EU Membership won","85%","51%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1000143,5,"30-59 yrs","Female","Higher",NA,"For EU Membership",84,"blank","55%","ja-siden","La oss si at ja-siden fikk 55% av stemmene.","For EU Membership won","Not shown","55%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1001827,2,"18-29 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",29,"35%","51%","den vinnende siden","La oss si at 35% av befolkningen deltok og at den vinnende siden fikk 51% av stemmene.","Not shown","35%","51%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",0
1003346,5,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",24,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1003067,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","For EU Membership",77,"35%","51%","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk 51% av stemmene.","For EU Membership won","35%","51%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1003138,2,"30-59 yrs","Female","Higher","Labour Party (CL)","For EU Membership",12,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",1
1005190,3,"30-59 yrs","Female","Lower or intermediate",NA,"Against EU Membership",22,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1003300,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",6,"47%","blank","den vinnende siden","La oss si at 47% av befolkningen deltok.","Not shown","47%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1003131,4,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",143,"53%","70%","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk 70% av stemmene.","Against EU Membership won","53%","70%","Favourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1005332,2,"30-59 yrs","Male","Lower or intermediate","Conservative Party (CR)","For EU Membership",34,"blank","55%","den vinnende siden","La oss si at den vinnende siden fikk 55% av stemmene.","Not shown","Not shown","55%","Not shown","Shown
outcome","Not shown","Shown
size of majority",0
1003283,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Don't know",7,"53%","blank","den vinnende siden","La oss si at 53% av befolkningen deltok.","Not shown","53%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1000058,2,"18-29 yrs","Male","Higher","Green Party (C)","Against EU Membership",86,"47%","55%","ja-siden","La oss si at 47% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","47%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1002447,3,"30-59 yrs","Female","Lower or intermediate","Agrarian Party (C)","For EU Membership",1,"blank","blank","den vinnende siden","","Not shown","Not shown","Not shown","Not shown","Shown
outcome","Not shown","Not shown",0
1006009,6,"60 yrs and above","Male","Higher","Progress Party (FR)","Against EU Membership",13,"35%","blank","den vinnende siden","La oss si at 35% av befolkningen deltok.","Not shown","35%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1005163,7,"60 yrs and above","Female","Higher","Agrarian Party (C)","Against EU Membership",111,"53%","blank","nei-siden","La oss si at 53% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","53%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1006572,2,"30-59 yrs","Male","Higher","Conservative Party (CR)","For EU Membership",61,"35%","blank","ja-siden","La oss si at 35% av befolkningen deltok og at ja-siden fikk flertall.","For EU Membership won","35%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",0
1006816,3,"30-59 yrs","Female","Higher","Labour Party (CL)","Against EU Membership",43,"blank","70%","den vinnende siden","La oss si at den vinnende siden fikk 70% av stemmene.","Not shown","Not shown","70%","Not shown","Shown
outcome","Not shown","Shown
size of majority",1
1006753,5,"60 yrs and above","Male",NA,"Labour Party (CL)","Against EU Membership",92,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1007001,6,"60 yrs and above","Female","Lower or intermediate","Labour Party (CL)","Against EU Membership",138,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1001540,3,"30-59 yrs","Male","Higher","Conservative Party (CR)","Against EU Membership",21,"35%","blank","den vinnende siden","La oss si at 35% av befolkningen deltok.","Not shown","35%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1006297,2,"30-59 yrs","Male","Higher","Labour Party (CL)","For EU Membership",140,"blank","70%","nei-siden","La oss si at nei-siden fikk 70% av stemmene.","Against EU Membership won","Not shown","70%","Unfavourable outcome","Not shown","Not shown","Shown
size of majority",1
1008191,2,"30-59 yrs","Female","Higher","Socialist Left (L)","Against EU Membership",38,"47%","55%","den vinnende siden","La oss si at 47% av befolkningen deltok og at den vinnende siden fikk 55% av stemmene.","Not shown","47%","55%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
1004748,6,"60 yrs and above","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",122,"blank","51%","nei-siden","La oss si at nei-siden fikk 51% av stemmene.","Against EU Membership won","Not shown","51%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1001396,4,"30-59 yrs","Female","Lower or intermediate","Conservative Party (CR)","Against EU Membership",66,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1008696,2,"30-59 yrs","Female","Higher","Agrarian Party (C)","Against EU Membership",21,"35%","blank","den vinnende siden","La oss si at 35% av befolkningen deltok.","Not shown","35%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",0
1008795,2,"30-59 yrs","Female","Higher","Agrarian Party (C)","Against EU Membership",118,"47%","blank","nei-siden","La oss si at 47% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","47%","Not shown","Favourable outcome","Not shown","Shown
size of turnout","Not shown",1
1009671,6,"60 yrs and above","Female","Lower or intermediate","Conservative Party (CR)","For EU Membership",24,"85%","blank","den vinnende siden","La oss si at 85% av befolkningen deltok.","Not shown","85%","Not shown","Not shown","Shown
outcome","Shown
size of turnout","Not shown",1
1002152,5,"30-59 yrs","Female","Higher","Labour Party (CL)","Don't know",104,"85%","blank","nei-siden","La oss si at 85% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","85%","Not shown",NA,"Not shown","Shown
size of turnout","Not shown",1
1009778,6,"60 yrs and above","Female","Lower or intermediate","Conservative Party (CR)","Against EU Membership",59,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",0
1005088,5,"60 yrs and above","Female","Lower or intermediate","Labour Party (CL)","For EU Membership",35,"blank","55%","den vinnende siden","La oss si at den vinnende siden fikk 55% av stemmene.","Not shown","Not shown","55%","Not shown","Shown
outcome","Not shown","Shown
size of majority",0
1010657,1,"18-29 yrs","Male","Lower or intermediate","Labour Party (CL)","Against EU Membership",88,"85%","55%","ja-siden","La oss si at 85% av befolkningen deltok og at ja-siden fikk 55% av stemmene.","For EU Membership won","85%","55%","Unfavourable outcome","Not shown","Shown
size of turnout","Shown
size of majority",1
1010039,6,"60 yrs and above","Male","Higher","Conservative Party (CR)","Against EU Membership",49,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Unfavourable outcome","Not shown","Not shown","Not shown",1
1003090,5,"30-59 yrs","Male","Higher","Labour Party (CL)","For EU Membership",109,"35%","blank","nei-siden","La oss si at 35% av befolkningen deltok og at nei-siden fikk flertall.","Against EU Membership won","35%","Not shown","Unfavourable outcome","Not shown","Shown
size of turnout","Not shown",0
1003525,2,"18-29 yrs","Male","Higher","Labour Party (CL)","For EU Membership",91,"blank","70%","ja-siden","La oss si at ja-siden fikk 70% av stemmene.","For EU Membership won","Not shown","70%","Favourable outcome","Not shown","Not shown","Shown
size of majority",1
1005037,4,"30-59 yrs","Male","Lower or intermediate","Labour Party (CL)","For EU Membership",67,"blank","blank","ja-siden","La oss si at ja-siden fikk flertall.","For EU Membership won","Not shown","Not shown","Favourable outcome","Not shown","Not shown","Not shown",0
1001772,5,"60 yrs and above","Male","Higher","Progress Party (FR)","For EU Membership",48,"85%","70%","den vinnende siden","La oss si at 85% av befolkningen deltok og at den vinnende siden fikk 70% av stemmene.","Not shown","85%","70%","Not shown","Shown
outcome","Shown
size of turnout","Shown
size of majority",1
